"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"145","Glycerophospholipid metabolism","73/97",0.0111897186862182,0.0237685058990014,0,0,1.72437739463602,7.74721360543545,"DGKG;DGKE;DGKD;LPGAT1;LPCAT1;TAZ;LCLAT1;LYPLA2;LYPLA1;PLA2G12A;PCYT2;PCYT1A;PLA2G4D;PLA2G4E;PLA2G4B;PLA2G4A;GPCPD1;DGKZ;PISD;PLA2G15;PHOSPHO1;PLPP5;PLPP4;GPD2;DGKQ;JMJD7-PLA2G4B;GPD1;ADPRM;PLPP3;PLPP1;DGKH;CDS1;AGPAT5;LCAT;PLA2G5;PLD1;AGPAT1;AGPAT2;PLD3;SELENOI;AGPAT3;PLD2;AGPAT4;PGS1;PTDSS2;PTDSS1;GPAT4;GPAT3;CEPT1;CDIPT;PLA2G2F;PLA2G2D;PNPLA7;PLA2G2C;MBOAT7;PLA2G2A;MBOAT1;MBOAT2;CRLS1;GPAM;ETNK2;LPCAT4;LPCAT3;ETNK1;LPCAT2;PEMT;CHPT1;GPD1L;PNPLA6;LPIN1;LPIN2;LPIN3;CDS2"
"146","Adrenergic signaling in cardiomyocytes","106/145",0.0114782764835587,0.0242144462803841,0,0,1.5416512342868,6.88701706577216,"ATF2;CALML6;CALML3;PPP2R2A;CALML4;SLC8A1;PPP1CB;PPP1CC;RPS6KA5;PPP2R1B;PPP2R1A;CREB3L1;AKT2;CREB3L2;AKT3;AKT1;PRKACA;PRKACB;TPM4;TPM3;TPM2;CACNA2D1;TPM1;ATP1B4;ATP1B3;PRKCA;CACNA2D4;ATP1B2;ATP1B1;CACNB1;CACNB2;ADCY9;CACNB4;MYL2;AGTR1;AGTR2;ATF4;KCNE1;CREM;ADRB1;CACNA1C;ADRB2;PIK3R6;SLC9A1;PIK3R5;PPP1R1A;GNAQ;GNAS;BCL2;CALM3;CALM1;CALM2;RYR2;ATP2A2;PIK3CG;PPP2R5E;TNNC1;PPP2R5B;PPP2R5A;PPP2R5D;PPP2R5C;CREB1;PLCB1;SCN4B;RAPGEF3;CREB5;CAMK2D;ATF6B;CAMK2A;GNAI3;ATP1A3;ADCY3;ATP1A2;ADCY2;ADCY1;ATP1A1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;PPP2CA;CACNG7;PPP2CB;CACNG8;PPP2R3C;MAPK1;CACNG1;CACNG2;CAMK2G;MAPK3;ATP2B4;ATP2B3;ATP2B2;PPP2R3B;PPP2R3A;ATP2B1;MAPK14;MAPK12;MAPK13;PPP1CA;MAPK11;ACTC1;PPP2R2C;PPP2R2B;PPP2R2D"
"147","Purine metabolism","95/129",0.0117015891297019,0.0244352169643403,0,0,1.58458201892744,7.04826934539919,"GUCY1B1;GDA;PDE3B;ADK;NUDT2;NUDT5;PFAS;HDDC3;PNP;ATIC;GUK1;PPAT;PDE4B;ENPP1;PDE4A;PGM2;ENPP4;NUDT16;PDE8B;PGM1;GUCY1A2;ENTPD1;GUCY1A1;ADSL;ENTPD4;ENTPD5;PDE4D;ENTPD6;PDE4C;NME2;AMPD2;NME4;AMPD3;DCK;NME1;APRT;NT5C3A;NT5C3B;ADCY9;PKM;NME6;RRM2B;PDE5A;HPRT1;ADPRM;GART;PRPS2;PRPS1;CANT1;PDE1B;NPR1;PDE1A;AK1;AK2;GMPS;PRUNE1;AK3;GMPR;ADCY3;AK4;ADCY2;AK5;ADCY1;AK6;NT5C2;FHIT;ADCY7;ADCY6;PAPSS2;AK9;ADCY5;NME1-NME2;NT5C;DGUOK;NT5E;PDE11A;PDE6D;PDE6B;PDE6A;PRPS1L1;RRM1;RRM2;PKLR;ADA2;PAICS;NUDT9;PDE10A;IMPDH1;IMPDH2;NT5C1B;PDE3A;NT5C1B-RDH14;PDE7B;PDE7A;ITPA"
"148","Type II diabetes mellitus","37/46",0.0117415977620856,0.0244352169643403,0,0,2.3289195931683,10.3511564963762,"IRS1;CACNA1B;IRS4;CACNA1A;PIK3CD;PIK3R3;IRS2;PIK3R2;PIK3CB;PIK3R1;CACNA1C;SLC2A4;PRKCZ;CACNA1E;TNF;HK2;HK1;IKBKB;SOCS3;MAPK9;MAPK8;SOCS1;MAPK1;SOCS4;MAPK3;KCNJ11;PKLR;ABCC8;INSR;PRKCE;ADIPOQ;PRKCD;MTOR;GCK;MAPK10;PKM;PIK3CA"
"149","Glycosaminoglycan biosynthesis","42/53",0.0118948793859303,0.0245880728246077,0,0,2.16322654805338,9.58665703726738,"B4GALT2;B4GALT3;B4GALT1;XYLT2;XYLT1;HS6ST1;HS6ST2;HS2ST1;HS6ST3;NDST1;EXTL2;FUT8;CHST11;CHSY1;CHST12;NDST4;DSE;NDST3;CHST15;CHST14;EXTL3;ST3GAL1;ST3GAL2;CSGALNACT1;HS3ST3B1;CHST6;CHPF2;GLCE;CSGALNACT2;HS3ST5;B3GALT6;HS3ST1;EXT1;EXT2;B3GNT7;UST;CHST1;B3GNT2;B4GALT7;B4GALT4;CHST2;CHST3"
"150","Steroid biosynthesis","17/19",0.0132631273745184,0.0272336215423445,0,0,4.81231384229503,20.8025137414089,"CYP51A1;DHCR24;MSMO1;CEL;LSS;LIPA;TM7SF2;SQLE;CYP27B1;EBP;NSDHL;CYP24A1;SOAT1;CYP2R1;SC5D;DHCR7;FDFT1"
"151","Collecting duct acid secretion","23/27",0.0135553387608375,0.0276493002538938,0,0,3.25601866373902,14.0040542365893,"ATP6V1A;ATP6V1G1;ATP6V1G2;ATP6V0E1;SLC4A1;TCIRG1;ATP4A;CA2;ATP6V0A2;ATP6V1B2;ATP6V1G3;ATP6V0E2;ATP6V1E1;ATP6V0D1;ATP6V1D;SLC12A7;ATP6V1E2;ATP6V0C;ATP6V0D2;ATP6V1C1;ATP6V1F;ATP6V0A1;ATP6V1B1"
"152","GABAergic synapse","67/89",0.0145791659016612,0.0295419940638925,0,0,1.72618894325693,7.2986060846066,"GABRB3;GABRB2;GABRB1;ABAT;SLC6A1;GPHN;GLS;GABRR2;PRKACA;GLUL;PRKACB;NSF;GABARAPL2;SLC38A1;GABARAPL1;PRKCB;SLC6A13;PRKCA;GABRG2;GABRG1;ADCY9;HAP1;SRC;CACNA1B;GNAI3;ADCY3;CACNA1A;ADCY2;ADCY1;CACNA1C;ADCY7;ADCY6;GABARAP;GNAI1;ADCY5;TRAK2;GNAI2;GNG3;GNG2;GNG5;GNG4;GNG7;GNG8;SLC38A3;SLC38A2;SLC38A5;GABRA2;GABRQ;GABBR2;GABRA1;KCNJ6;GABBR1;SLC12A5;GABRA6;GABRA5;PLCL1;GABRA4;GAD1;GAD2;GNG12;GNG11;GNAO1;GNB2;GNB1;GNB4;GNB3;GNB5"
"153","Phagosome","110/152",0.0163533646409018,0.0329204987542338,0,0,1.48540221457711,6.10993703526206,"SCARB1;NCF1;TFRC;NCF4;MPO;ACTB;ACTG1;COMP;TUBB8;TUBB6;LAMP1;LAMP2;ATP6V1E1;HLA-DOA;ATP6V1E2;HLA-DOB;ATP6V1G1;ATP6V1G2;ATP6V0E1;STX7;TAP2;HLA-B;TAP1;HLA-C;CYBB;CYBA;HLA-A;HLA-F;HLA-G;HLA-E;DYNC1LI2;HGS;ATP6V0D1;ATP6V0D2;ATP6V1A;RAB5B;RAB5C;CORO1A;C3;ATP6V0A2;ATP6V1H;ATP6V1D;ATP6V1C1;HLA-DQA1;ATP6V1F;ATP6V0A1;MSR1;HLA-DRB5;M6PR;CD209;HLA-DRA;CALR;RAB5A;HLA-DRB1;ITGB1;ITGB5;ITGB3;TCIRG1;CTSS;FCAR;EEA1;SEC61A2;MRC2;TUBA1C;SEC61A1;FCGR3A;TUBA1B;FCGR3B;TUBA1A;CTSL;OLR1;ITGAV;CD36;NOS1;RAC1;HLA-DPA1;MBL2;ATP6V0B;ATP6AP1;TUBB;ITGA2;TUBB2B;TUBB2A;CANX;ATP6V1B2;PIK3C3;ITGA5;TLR6;ATP6V0C;TLR4;VAMP3;ATP6V1B1;TLR2;RAB7A;COLEC12;STX12;DYNC1I2;TUBAL3;THBS2;THBS1;THBS4;ATP6V1G3;ATP6V0E2;DYNC1I1;DYNC1H1;TUBB4B;TUBB4A;PIKFYVE;FCGR2A;SFTPA1"
"154","Aldosterone synthesis and secretion","73/98",0.0166305305606404,0.0332610611212808,0,0,1.6551724137931,6.78043875717414,"ATF1;ATF2;SCARB1;DAGLA;CALML6;CALML3;CALML4;LIPE;CREB3L1;CREB3L2;PRKACA;PRKACB;CAMK1D;PRKCB;PRKCE;ATP1B4;ATP1B3;PRKCA;ATP1B2;ATP1B1;ADCY9;CREB1;PRKD3;AGTR1;ORAI1;PRKD2;PRKD1;DAGLB;PLCB1;CAMK1G;ATF4;CREB5;CAMK2D;ATF6B;NPR1;CAMK2A;ITPR1;ITPR2;ATP1A3;ADCY3;ITPR3;ATP1A2;ADCY2;CACNA1C;ADCY1;ATP1A1;ADCY7;CACNA1H;ADCY6;ADCY5;CACNA1I;MC2R;CYP11A1;GNA11;LDLR;CAMK2G;KCNJ5;HSD3B1;ATP2B4;ATP2B3;ATP2B2;ATP2B1;NR4A2;POMC;NR4A1;STAR;GNAQ;CAMK4;GNAS;CALM3;CALM1;CALM2;KCNK3"
"155","Citrate cycle (TCA cycle)","25/30",0.017192803197775,0.0341637637736433,0,0,2.83137254901961,11.5046152856976,"FH;DLST;PDHB;IDH3B;DLAT;PCK1;IDH3A;PDHA1;MDH1;MDH2;IDH3G;IDH1;IDH2;SDHC;SDHD;SDHA;CS;ACLY;SUCLA2;OGDH;SUCLG2;SUCLG1;ACO1;ACO2;DLD"
"156","Parkinson disease","103/142",0.0178480126442067,0.0350934797379552,0,0,1.49766495078995,6.02939408163805,"NDUFA13;NDUFA11;NDUFA12;NDUFA10;UBE2L6;COX6A1;NDUFC2-KCTD14;UBE2L3;PRKACA;PRKACB;SDHC;SDHD;SDHA;COX6B2;COX6B1;COX7A2L;UQCRC1;PPIF;VDAC3;VDAC2;VDAC1;UQCRB;UBA7;NDUFB11;ATP5MC2;HTRA2;ATP5MC3;COX7A2;UBE2J2;UQCRH;UBE2J1;ATP5MC1;UBB;NDUFV3;CYC1;NDUFV2;NDUFV1;GNAL;UQCRQ;CYCS;UBA1;COX7B;LRRK2;COX4I1;COX7C;CASP9;UCHL1;CASP3;UQCRFS1;SLC18A2;COX8A;GPR37;APAF1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;ADORA2A;NDUFS6;NDUFS5;NDUFS3;NDUFS2;NDUFS1;SLC25A5;SLC25A4;SLC25A6;PRKN;NDUFB9;NDUFB8;NDUFB6;NDUFB5;NDUFB4;GNAI3;UQCR11;UQCR10;COX5B;COX5A;GNAI1;ADCY5;GNAI2;ATP5F1A;ATP5F1B;SNCA;NDUFA8;NDUFA7;NDUFA6;ATP5PD;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA2;NDUFA1;UBE2G1;UBE2G2;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;PINK1;NDUFAB1;ATP5PO;SLC25A31"
"157","Toll-like receptor signaling pathway","77/104",0.0178885594768148,0.0350934797379552,0,0,1.61660337294295,6.50455547953848,"CD86;CXCL8;CD80;PIK3CD;PIK3CB;TNF;IKBKB;TBK1;CASP8;AKT2;CTSK;AKT3;AKT1;IL12B;MAP3K8;RAC1;IKBKG;MAP3K7;IKBKE;MAP2K3;IFNAR2;MAP2K4;MAP2K1;MAP2K2;CHUK;IRAK4;FOS;TIRAP;TLR1;PIK3CA;IRF3;TRAF3;TRAF6;IL1B;TLR8;TLR7;TLR6;TLR5;TLR4;TLR3;IFNAR1;TLR2;LY96;PIK3R3;PIK3R2;PIK3R1;RELA;MAPK9;MAPK8;IRAK1;CCL5;CCL4;SPP1;CCL3;MAPK1;RIPK1;FADD;MAP2K7;MAP2K6;MAPK3;JUN;STAT1;IFNB1;MAPK14;NFKB1;MAPK12;MAPK13;NFKBIA;MAPK10;CXCL10;MAPK11;CXCL11;IL6;TOLLIP;TAB2;TAB1;MYD88"
"158","Th17 cell differentiation","79/107",0.0184846246297714,0.0360333188985417,0,0,1.59938732109101,6.38286050088674,"HSP90AB1;IL23R;RORA;CD3G;AHR;IL1RAP;CD3D;IKBKB;PPP3CA;PPP3CB;PPP3CC;IKBKG;HLA-DOA;JAK2;HLA-DOB;IL6R;JAK3;HLA-DPA1;JAK1;HSP90AA1;CHUK;IL1R1;IFNGR1;IFNGR2;TYK2;FOS;TGFBR1;RUNX1;TGFBR2;IRF4;IL1B;RARA;IL6ST;GATA3;IL2RG;HIF1A;RELA;RXRB;MAPK9;PPP3R1;MAPK8;PPP3R2;RXRA;IL21R;MAPK1;STAT6;PLCG1;HLA-DQA1;MAPK3;SMAD2;STAT5A;STAT5B;SMAD4;HLA-DRB5;JUN;TGFB1;SMAD3;STAT1;STAT3;NFATC3;NFATC2;MAPK14;NFKB1;MAPK12;MTOR;MAPK13;NFKBIA;MAPK10;MAPK11;IL6;CD4;IL2RA;IL2RB;HLA-DRA;IL17F;CD247;NFKBIE;HLA-DRB1;NFKBIB"
"159","Aldosterone-regulated sodium reabsorption","30/37",0.0187392154807225,0.0362998639500788,0,0,2.42717031889256,9.65318855630774,"IRS1;NEDD4L;PIK3CD;PIK3R3;ATP1A3;ATP1A2;PIK3R2;PIK3CB;PIK3R1;ATP1A1;NR3C2;SLC9A3R2;MAPK1;SFN;KCNJ1;MAPK3;PDPK1;PRKCB;INSR;ATP1B4;ATP1B3;PRKCA;IGF1;ATP1B2;ATP1B1;SCNN1G;PIK3CA;SCNN1A;KRAS;SGK1"
"160","Glycerolipid metabolism","47/61",0.0195862874907432,0.0377036034196807,0,0,1.90197651970908,7.48033209819626,"DGKG;AGPAT5;DGKE;DGKD;MOGAT3;MOGAT1;AKR1B1;LPL;AGPAT1;LCLAT1;AGPAT2;AGPAT3;AGPAT4;LIPC;TKFC;ALDH2;ALDH1B1;GPAT4;LIPG;GPAT3;DGAT2;DGAT1;GK;AGK;AKR1A1;MBOAT1;MBOAT2;CEL;DGKZ;ALDH3A2;PLPP5;PLPP4;AKR1B10;GPAM;DGKQ;PNPLA3;PLPP3;LPIN1;ALDH7A1;GLA;LPIN2;MGLL;PLPP1;LPIN3;DGKH;ALDH9A1;PNPLA2"
"161","Inflammatory mediator regulation of TRP channels","74/100",0.0204099823330015,0.039045183593568,0,0,1.61321640331167,6.27820455711904,"CALML6;CYP4A22;HTR2C;PIK3CD;CALML3;CALML4;IL1RAP;PIK3CB;HTR2A;PPP1CB;PPP1CC;BDKRB2;PRKACA;PRKACB;MAP2K3;PRKCH;PLA2G4D;IL1R1;PRKCB;PLA2G4E;PRKCE;PLA2G4B;PRKCD;CYP4A11;PLA2G4A;PRKCA;ADCY9;PIK3CA;IL1B;JMJD7-PLA2G4B;PLCB1;CAMK2D;SRC;PTGER2;CAMK2A;ITPR1;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R2;ADCY2;PIK3R1;ADCY1;ADCY7;ADCY6;ADCY5;MAPK9;HRH1;MAPK8;P2RY2;PLCG2;PLCG1;CAMK2G;MAP2K6;CYP2J2;TRPA1;TRPV2;TRPV3;TRPV1;IGF1;MAPK14;MAPK12;MAPK13;PPP1CA;MAPK10;MAPK11;TRPV4;GNAQ;GNAS;F2RL1;CALM3;CALM1;CALM2"
"162","NOD-like receptor signaling pathway","127/178",0.0210656742236464,0.0400507880301426,0,0,1.41244992620704,5.45221261748956,"ANTXR2;TNF;ANTXR1;TXN2;PYCARD;TBK1;NAMPT;MAP3K7;IFNAR2;GBP5;GABARAPL2;GABARAPL1;PRKCD;CYBB;CYBA;ATG12;CARD17;VDAC3;TXNIP;VDAC2;VDAC1;RBCK1;CARD16;IFNAR1;NLRX1;ITPR1;ITPR2;ITPR3;BRCC3;GABARAP;TRPM2;SHARPIN;DHX33;NLRP6;NLRP3;TRPM7;RIPK1;NLRP1;TP53BP1;FADD;ATG5;JUN;NEK7;TRPV2;NFKB1;NFKBIA;MAVS;IL6;ATG16L1;TRIP6;BCL2;TAB3;TAB2;TAB1;MYD88;MCU;BCL2L1;NFKBIB;CXCL8;HSP90AB1;TNFAIP3;CXCL3;CXCL2;PANX1;IKBKB;CASP8;CASP5;CASP4;CASP1;IKBKG;DNM1L;IKBKE;CTSB;JAK1;HSP90AA1;CHUK;RIPK2;IL18;TRAF2;IRAK4;TYK2;RHOA;AIM2;OAS1;IRF3;TRAF3;OAS2;TRAF6;IL1B;OAS3;TRAF5;PLCB1;TLR4;BIRC2;IRF9;BIRC3;RNF31;RNASEL;XIAP;NOD2;TANK;RELA;MAPK9;MAPK8;IFI16;CCL5;MFN1;MFN2;CCL2;MAPK1;GBP4;GBP3;MAPK3;STAT1;IFNB1;CARD8;STAT2;CARD6;ERBIN;MAPK14;MAPK12;MAPK13;MAPK10;P2RX7;MAPK11;NLRP12;SUGT1"
"163","Pyrimidine metabolism","44/57",0.0223796474307346,0.0422879227525537,0,0,1.91735497241742,7.28518833796562,"DTYMK;CANT1;NUDT2;TYMS;NT5C2;AK9;NT5C;NME1-NME2;NT5E;PNP;ENPP1;TK2;TK1;ENTPD1;DUT;RRM1;RRM2;ENTPD4;ENTPD5;ENTPD6;CAD;NME2;CTPS2;NME4;CTPS1;DCK;NME1;UCKL1;DHODH;DCTD;NT5C3A;NT5C3B;UCK2;UCK1;NME6;RRM2B;DPYD;NT5C1B;CMPK1;CMPK2;UPRT;NT5C1B-RDH14;UMPS;DCTPP1"
"164","Cholinergic synapse","82/112",0.0229267940905234,0.0430576376822025,0,0,1.5493841750046,5.84962094153227,"CHRM2;CHRM3;CHRM1;PIK3CD;PIK3CB;PIK3CG;CREB3L1;AKT2;CREB3L2;AKT3;AKT1;PRKACA;JAK2;PRKACB;HRAS;CHRNB2;MAP2K1;PRKCB;PRKCA;FOS;SLC5A7;ADCY9;CREB1;PIK3CA;KCNQ3;KCNQ5;PLCB1;ATF4;CREB5;CAMK2D;CHRNA6;CAMK2A;CACNA1B;ITPR1;GNAI3;CACNA1A;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R2;ADCY2;PIK3R1;CACNA1C;ADCY1;ADCY7;PIK3R6;ADCY6;GNAI1;PIK3R5;ADCY5;GNAI2;NRAS;GNG3;GNG2;GNG5;GNG4;GNG7;GNA11;GNG8;MAPK1;FYN;CAMK2G;KCNJ2;MAPK3;KCNJ3;KCNJ4;KCNJ6;KCNJ12;KCNJ14;GNG12;GNG11;GNAO1;GNB2;GNAQ;CAMK4;GNB1;GNB4;BCL2;GNB3;KRAS;GNB5"
"165","Oxidative phosphorylation","96/133",0.0263956516520162,0.0492718830837636,0,0,1.47093193043189,5.34618446237992,"NDUFA13;COX7B;NDUFA11;NDUFA12;COX4I1;NDUFA10;TCIRG1;COX6A1;NDUFC2-KCTD14;COX7C;UQCRFS1;ATP6V1E1;ATP6V1E2;COX8A;ATP6V1G1;ATP6V0B;ATP6V1G2;ATP6V0E1;ATP6AP1;NDUFC2;SDHC;NDUFC1;SDHD;SDHA;COX6B2;COX6B1;COX7A2L;NDUFS8;NDUFS7;PPA1;NDUFS6;NDUFS5;UQCRC1;ATP6V1B2;NDUFS3;NDUFS2;NDUFS1;ATP6V0D1;ATP6V0D2;ATP6V0C;ATP6V1B1;ATP6V1A;NDUFB9;NDUFB8;UQCRB;NDUFB6;NDUFB11;COX15;NDUFB5;NDUFB4;COX17;ATP5MC2;ATP5MC3;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;ATP5MC1;ATP5F1A;ATP5F1B;ATP6V0A2;ATP6V1H;NDUFV3;CYC1;NDUFV2;ATP6V1G3;ATP6V0E2;NDUFV1;ATP6V1D;ATP5MG;ATP6V1C1;COX10;ATP5MF;ATP6V1F;ATP6V0A1;LHPP;NDUFA8;NDUFA7;NDUFA6;ATP5PD;NDUFA5;NDUFA4;ATP5PB;NDUFA3;NDUFA2;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;ATP4A;UQCRQ;NDUFAB1;ATP5PO"
